cluster_label,anchor_img_path,comparison_img_path,user_input
0,./LC25000/lung_aca/lungaca2685.jpeg,./LC25000/lung_aca/lungaca1352.jpeg,y
0,./LC25000/lung_aca/lungaca2685.jpeg,./LC25000/lung_aca/lungaca1772.jpeg,y
0,./LC25000/lung_aca/lungaca2685.jpeg,./LC25000/lung_aca/lungaca1829.jpeg,y
0,./LC25000/lung_aca/lungaca2685.jpeg,./LC25000/lung_aca/lungaca2191.jpeg,y
0,./LC25000/lung_aca/lungaca2685.jpeg,./LC25000/lung_aca/lungaca2495.jpeg,y
0,./LC25000/lung_aca/lungaca2685.jpeg,./LC25000/lung_aca/lungaca266.jpeg,y
0,./LC25000/lung_aca/lungaca2685.jpeg,./LC25000/lung_aca/lungaca2684.jpeg,y
0,./LC25000/lung_aca/lungaca2685.jpeg,./LC25000/lung_aca/lungaca3152.jpeg,y
0,./LC25000/lung_aca/lungaca2685.jpeg,./LC25000/lung_aca/lungaca3153.jpeg,y
0,./LC25000/lung_aca/lungaca2685.jpeg,./LC25000/lung_aca/lungaca3154.jpeg,y
0,./LC25000/lung_aca/lungaca2685.jpeg,./LC25000/lung_aca/lungaca3155.jpeg,y
0,./LC25000/lung_aca/lungaca2685.jpeg,./LC25000/lung_aca/lungaca335.jpeg,y
0,./LC25000/lung_aca/lungaca2685.jpeg,./LC25000/lung_aca/lungaca3695.jpeg,y
0,./LC25000/lung_aca/lungaca2685.jpeg,./LC25000/lung_aca/lungaca4056.jpeg,y
0,./LC25000/lung_aca/lungaca2685.jpeg,./LC25000/lung_aca/lungaca631.jpeg,y
0,./LC25000/lung_aca/lungaca2685.jpeg,./LC25000/lung_aca/lungaca85.jpeg,y
0,./LC25000/lung_aca/lungaca2685.jpeg,./LC25000/lung_aca/lungaca856.jpeg,y
0,./LC25000/lung_aca/lungaca2685.jpeg,./LC25000/lung_aca/lungaca915.jpeg,y
1,./LC25000/lung_aca/lungaca2759.jpeg,./LC25000/lung_aca/lungaca1498.jpeg,y
1,./LC25000/lung_aca/lungaca2759.jpeg,./LC25000/lung_aca/lungaca180.jpeg,y
1,./LC25000/lung_aca/lungaca2759.jpeg,./LC25000/lung_aca/lungaca2276.jpeg,y
1,./LC25000/lung_aca/lungaca2759.jpeg,./LC25000/lung_aca/lungaca2641.jpeg,y
1,./LC25000/lung_aca/lungaca2759.jpeg,./LC25000/lung_aca/lungaca2886.jpeg,y
1,./LC25000/lung_aca/lungaca2759.jpeg,./LC25000/lung_aca/lungaca291.jpeg,y
1,./LC25000/lung_aca/lungaca2759.jpeg,./LC25000/lung_aca/lungaca3010.jpeg,y
1,./LC25000/lung_aca/lungaca2759.jpeg,./LC25000/lung_aca/lungaca3484.jpeg,y
1,./LC25000/lung_aca/lungaca2759.jpeg,./LC25000/lung_aca/lungaca3545.jpeg,y
1,./LC25000/lung_aca/lungaca2759.jpeg,./LC25000/lung_aca/lungaca3599.jpeg,y
1,./LC25000/lung_aca/lungaca2759.jpeg,./LC25000/lung_aca/lungaca3960.jpeg,y
1,./LC25000/lung_aca/lungaca2759.jpeg,./LC25000/lung_aca/lungaca3961.jpeg,y
1,./LC25000/lung_aca/lungaca2759.jpeg,./LC25000/lung_aca/lungaca4620.jpeg,y
1,./LC25000/lung_aca/lungaca2759.jpeg,./LC25000/lung_aca/lungaca4621.jpeg,y
1,./LC25000/lung_aca/lungaca2759.jpeg,./LC25000/lung_aca/lungaca4798.jpeg,y
1,./LC25000/lung_aca/lungaca2759.jpeg,./LC25000/lung_aca/lungaca4913.jpeg,y
1,./LC25000/lung_aca/lungaca2759.jpeg,./LC25000/lung_aca/lungaca773.jpeg,y
2,./LC25000/lung_aca/lungaca86.jpeg,./LC25000/lung_aca/lungaca1028.jpeg,y
