cluster_label,img_path
0,./LC25000/lung_scc/lungscc1003.jpeg
0,./LC25000/lung_scc/lungscc1004.jpeg
0,./LC25000/lung_scc/lungscc1245.jpeg
0,./LC25000/lung_scc/lungscc1473.jpeg
0,./LC25000/lung_scc/lungscc1474.jpeg
0,./LC25000/lung_scc/lungscc1528.jpeg
0,./LC25000/lung_scc/lungscc2192.jpeg
0,./LC25000/lung_scc/lungscc2371.jpeg
0,./LC25000/lung_scc/lungscc2552.jpeg
0,./LC25000/lung_scc/lungscc2683.jpeg
0,./LC25000/lung_scc/lungscc2684.jpeg
0,./LC25000/lung_scc/lungscc3213.jpeg
0,./LC25000/lung_scc/lungscc326.jpeg
0,./LC25000/lung_scc/lungscc3567.jpeg
0,./LC25000/lung_scc/lungscc3626.jpeg
0,./LC25000/lung_scc/lungscc3683.jpeg
0,./LC25000/lung_scc/lungscc3746.jpeg
0,./LC25000/lung_scc/lungscc4220.jpeg
0,./LC25000/lung_scc/lungscc4277.jpeg
0,./LC25000/lung_scc/lungscc4557.jpeg
0,./LC25000/lung_scc/lungscc524.jpeg
0,./LC25000/lung_scc/lungscc525.jpeg
0,./LC25000/lung_scc/lungscc760.jpeg
0,./LC25000/lung_scc/lungscc821.jpeg
0,./LC25000/lung_scc/lungscc91.jpeg
0,./LC25000/lung_scc/lungscc952.jpeg
1,./LC25000/lung_scc/lungscc1114.jpeg
1,./LC25000/lung_scc/lungscc1169.jpeg
1,./LC25000/lung_scc/lungscc1402.jpeg
1,./LC25000/lung_scc/lungscc1462.jpeg
1,./LC25000/lung_scc/lungscc1512.jpeg
1,./LC25000/lung_scc/lungscc1583.jpeg
1,./LC25000/lung_scc/lungscc1584.jpeg
1,./LC25000/lung_scc/lungscc1699.jpeg
1,./LC25000/lung_scc/lungscc1940.jpeg
1,./LC25000/lung_scc/lungscc198.jpeg
1,./LC25000/lung_scc/lungscc2054.jpeg
1,./LC25000/lung_scc/lungscc2111.jpeg
1,./LC25000/lung_scc/lungscc2410.jpeg
1,./LC25000/lung_scc/lungscc3138.jpeg
1,./LC25000/lung_scc/lungscc3548.jpeg
1,./LC25000/lung_scc/lungscc3549.jpeg
1,./LC25000/lung_scc/lungscc3605.jpeg
1,./LC25000/lung_scc/lungscc371.jpeg
1,./LC25000/lung_scc/lungscc4199.jpeg
1,./LC25000/lung_scc/lungscc437.jpeg
1,./LC25000/lung_scc/lungscc4433.jpeg
1,./LC25000/lung_scc/lungscc4543.jpeg
1,./LC25000/lung_scc/lungscc4774.jpeg
1,./LC25000/lung_scc/lungscc863.jpeg
1,./LC25000/lung_scc/lungscc864.jpeg
2,./LC25000/lung_scc/lungscc108.jpeg
2,./LC25000/lung_scc/lungscc109.jpeg
2,./LC25000/lung_scc/lungscc1092.jpeg
2,./LC25000/lung_scc/lungscc1327.jpeg
2,./LC25000/lung_scc/lungscc2515.jpeg
2,./LC25000/lung_scc/lungscc2574.jpeg
2,./LC25000/lung_scc/lungscc2575.jpeg
2,./LC25000/lung_scc/lungscc2636.jpeg
2,./LC25000/lung_scc/lungscc2637.jpeg
2,./LC25000/lung_scc/lungscc2869.jpeg
2,./LC25000/lung_scc/lungscc3114.jpeg
2,./LC25000/lung_scc/lungscc3363.jpeg
2,./LC25000/lung_scc/lungscc4120.jpeg
2,./LC25000/lung_scc/lungscc4298.jpeg
2,./LC25000/lung_scc/lungscc4360.jpeg
2,./LC25000/lung_scc/lungscc4413.jpeg
2,./LC25000/lung_scc/lungscc481.jpeg
2,./LC25000/lung_scc/lungscc4814.jpeg
2,./LC25000/lung_scc/lungscc53.jpeg
2,./LC25000/lung_scc/lungscc661.jpeg
2,./LC25000/lung_scc/lungscc725.jpeg
3,./LC25000/lung_scc/lungscc1592.jpeg
3,./LC25000/lung_scc/lungscc1825.jpeg
3,./LC25000/lung_scc/lungscc2544.jpeg
3,./LC25000/lung_scc/lungscc263.jpeg
3,./LC25000/lung_scc/lungscc2672.jpeg
3,./LC25000/lung_scc/lungscc2733.jpeg
3,./LC25000/lung_scc/lungscc2959.jpeg
3,./LC25000/lung_scc/lungscc3148.jpeg
3,./LC25000/lung_scc/lungscc3496.jpeg
3,./LC25000/lung_scc/lungscc3615.jpeg
3,./LC25000/lung_scc/lungscc3616.jpeg
3,./LC25000/lung_scc/lungscc3976.jpeg
3,./LC25000/lung_scc/lungscc4.jpeg
3,./LC25000/lung_scc/lungscc4032.jpeg
3,./LC25000/lung_scc/lungscc4155.jpeg
3,./LC25000/lung_scc/lungscc4271.jpeg
3,./LC25000/lung_scc/lungscc4909.jpeg
3,./LC25000/lung_scc/lungscc511.jpeg
3,./LC25000/lung_scc/lungscc814.jpeg
3,./LC25000/lung_scc/lungscc942.jpeg
4,./LC25000/lung_scc/lungscc1569.jpeg
4,./LC25000/lung_scc/lungscc1810.jpeg
4,./LC25000/lung_scc/lungscc2105.jpeg
4,./LC25000/lung_scc/lungscc2166.jpeg
4,./LC25000/lung_scc/lungscc2706.jpeg
4,./LC25000/lung_scc/lungscc2765.jpeg
4,./LC25000/lung_scc/lungscc2766.jpeg
4,./LC25000/lung_scc/lungscc2939.jpeg
4,./LC25000/lung_scc/lungscc3008.jpeg
4,./LC25000/lung_scc/lungscc3306.jpeg
4,./LC25000/lung_scc/lungscc3953.jpeg
4,./LC25000/lung_scc/lungscc4191.jpeg
4,./LC25000/lung_scc/lungscc4192.jpeg
4,./LC25000/lung_scc/lungscc4483.jpeg
4,./LC25000/lung_scc/lungscc4765.jpeg
4,./LC25000/lung_scc/lungscc548.jpeg
5,./LC25000/lung_scc/lungscc1194.jpeg
5,./LC25000/lung_scc/lungscc1476.jpeg
5,./LC25000/lung_scc/lungscc161.jpeg
5,./LC25000/lung_scc/lungscc1661.jpeg
5,./LC25000/lung_scc/lungscc2617.jpeg
5,./LC25000/lung_scc/lungscc3395.jpeg
5,./LC25000/lung_scc/lungscc3808.jpeg
5,./LC25000/lung_scc/lungscc3924.jpeg
5,./LC25000/lung_scc/lungscc3925.jpeg
5,./LC25000/lung_scc/lungscc4227.jpeg
5,./LC25000/lung_scc/lungscc639.jpeg
5,./LC25000/lung_scc/lungscc954.jpeg
6,./LC25000/lung_scc/lungscc1031.jpeg
6,./LC25000/lung_scc/lungscc113.jpeg
6,./LC25000/lung_scc/lungscc1156.jpeg
6,./LC25000/lung_scc/lungscc1212.jpeg
6,./LC25000/lung_scc/lungscc1500.jpeg
6,./LC25000/lung_scc/lungscc1800.jpeg
6,./LC25000/lung_scc/lungscc2394.jpeg
6,./LC25000/lung_scc/lungscc3059.jpeg
6,./LC25000/lung_scc/lungscc3239.jpeg
6,./LC25000/lung_scc/lungscc3652.jpeg
6,./LC25000/lung_scc/lungscc425.jpeg
6,./LC25000/lung_scc/lungscc4818.jpeg
6,./LC25000/lung_scc/lungscc57.jpeg
6,./LC25000/lung_scc/lungscc911.jpeg
7,./LC25000/lung_scc/lungscc1218.jpeg
7,./LC25000/lung_scc/lungscc1336.jpeg
7,./LC25000/lung_scc/lungscc1389.jpeg
7,./LC25000/lung_scc/lungscc1505.jpeg
7,./LC25000/lung_scc/lungscc1630.jpeg
7,./LC25000/lung_scc/lungscc1806.jpeg
7,./LC25000/lung_scc/lungscc190.jpeg
7,./LC25000/lung_scc/lungscc1931.jpeg
7,./LC25000/lung_scc/lungscc2045.jpeg
7,./LC25000/lung_scc/lungscc2046.jpeg
7,./LC25000/lung_scc/lungscc2283.jpeg
7,./LC25000/lung_scc/lungscc2462.jpeg
7,./LC25000/lung_scc/lungscc2522.jpeg
7,./LC25000/lung_scc/lungscc2647.jpeg
7,./LC25000/lung_scc/lungscc2652.jpeg
7,./LC25000/lung_scc/lungscc2704.jpeg
7,./LC25000/lung_scc/lungscc2763.jpeg
7,./LC25000/lung_scc/lungscc2769.jpeg
7,./LC25000/lung_scc/lungscc2884.jpeg
7,./LC25000/lung_scc/lungscc3066.jpeg
7,./LC25000/lung_scc/lungscc3305.jpeg
7,./LC25000/lung_scc/lungscc3307.jpeg
7,./LC25000/lung_scc/lungscc3597.jpeg
7,./LC25000/lung_scc/lungscc3598.jpeg
7,./LC25000/lung_scc/lungscc365.jpeg
7,./LC25000/lung_scc/lungscc3712.jpeg
7,./LC25000/lung_scc/lungscc3781.jpeg
7,./LC25000/lung_scc/lungscc3786.jpeg
7,./LC25000/lung_scc/lungscc4194.jpeg
7,./LC25000/lung_scc/lungscc4365.jpeg
7,./LC25000/lung_scc/lungscc4536.jpeg
7,./LC25000/lung_scc/lungscc4712.jpeg
7,./LC25000/lung_scc/lungscc4890.jpeg
7,./LC25000/lung_scc/lungscc490.jpeg
7,./LC25000/lung_scc/lungscc4947.jpeg
7,./LC25000/lung_scc/lungscc549.jpeg
7,./LC25000/lung_scc/lungscc616.jpeg
7,./LC25000/lung_scc/lungscc62.jpeg
7,./LC25000/lung_scc/lungscc670.jpeg
7,./LC25000/lung_scc/lungscc734.jpeg
7,./LC25000/lung_scc/lungscc738.jpeg
7,./LC25000/lung_scc/lungscc789.jpeg
7,./LC25000/lung_scc/lungscc795.jpeg
7,./LC25000/lung_scc/lungscc979.jpeg
8,./LC25000/lung_scc/lungscc1182.jpeg
8,./LC25000/lung_scc/lungscc1183.jpeg
8,./LC25000/lung_scc/lungscc151.jpeg
8,./LC25000/lung_scc/lungscc1711.jpeg
8,./LC25000/lung_scc/lungscc1951.jpeg
8,./LC25000/lung_scc/lungscc2004.jpeg
8,./LC25000/lung_scc/lungscc2543.jpeg
8,./LC25000/lung_scc/lungscc3.jpeg
8,./LC25000/lung_scc/lungscc3021.jpeg
8,./LC25000/lung_scc/lungscc3433.jpeg
8,./LC25000/lung_scc/lungscc3494.jpeg
8,./LC25000/lung_scc/lungscc383.jpeg
8,./LC25000/lung_scc/lungscc4210.jpeg
