cluster_label,anchor_img_path,comparison_img_path,user_input
0,./LC25000/lung_scc/lungscc1528.jpeg,./LC25000/lung_scc/lungscc2552.jpeg,y
0,./LC25000/lung_scc/lungscc1528.jpeg,./LC25000/lung_scc/lungscc4557.jpeg,y
0,./LC25000/lung_scc/lungscc1528.jpeg,./LC25000/lung_scc/lungscc4277.jpeg,y
0,./LC25000/lung_scc/lungscc1528.jpeg,./LC25000/lung_scc/lungscc91.jpeg,y
0,./LC25000/lung_scc/lungscc1528.jpeg,./LC25000/lung_scc/lungscc952.jpeg,y
0,./LC25000/lung_scc/lungscc1528.jpeg,./LC25000/lung_scc/lungscc3746.jpeg,y
0,./LC25000/lung_scc/lungscc1528.jpeg,./LC25000/lung_scc/lungscc525.jpeg,y
0,./LC25000/lung_scc/lungscc1528.jpeg,./LC25000/lung_scc/lungscc3213.jpeg,y
0,./LC25000/lung_scc/lungscc1528.jpeg,./LC25000/lung_scc/lungscc1003.jpeg,y
0,./LC25000/lung_scc/lungscc1528.jpeg,./LC25000/lung_scc/lungscc2683.jpeg,y
0,./LC25000/lung_scc/lungscc1528.jpeg,./LC25000/lung_scc/lungscc1474.jpeg,y
0,./LC25000/lung_scc/lungscc1528.jpeg,./LC25000/lung_scc/lungscc326.jpeg,y
0,./LC25000/lung_scc/lungscc1528.jpeg,./LC25000/lung_scc/lungscc2371.jpeg,y
0,./LC25000/lung_scc/lungscc1528.jpeg,./LC25000/lung_scc/lungscc1245.jpeg,y
0,./LC25000/lung_scc/lungscc1528.jpeg,./LC25000/lung_scc/lungscc3683.jpeg,y
0,./LC25000/lung_scc/lungscc1528.jpeg,./LC25000/lung_scc/lungscc2684.jpeg,y
0,./LC25000/lung_scc/lungscc1528.jpeg,./LC25000/lung_scc/lungscc821.jpeg,y
0,./LC25000/lung_scc/lungscc1528.jpeg,./LC25000/lung_scc/lungscc524.jpeg,y
0,./LC25000/lung_scc/lungscc1528.jpeg,./LC25000/lung_scc/lungscc3626.jpeg,y
0,./LC25000/lung_scc/lungscc1528.jpeg,./LC25000/lung_scc/lungscc2192.jpeg,y
0,./LC25000/lung_scc/lungscc1528.jpeg,./LC25000/lung_scc/lungscc3567.jpeg,y
0,./LC25000/lung_scc/lungscc1528.jpeg,./LC25000/lung_scc/lungscc1004.jpeg,y
0,./LC25000/lung_scc/lungscc1528.jpeg,./LC25000/lung_scc/lungscc1473.jpeg,y
0,./LC25000/lung_scc/lungscc1528.jpeg,./LC25000/lung_scc/lungscc4220.jpeg,y
0,./LC25000/lung_scc/lungscc1528.jpeg,./LC25000/lung_scc/lungscc760.jpeg,y
1,./LC25000/lung_scc/lungscc3549.jpeg,./LC25000/lung_scc/lungscc4543.jpeg,y
1,./LC25000/lung_scc/lungscc3549.jpeg,./LC25000/lung_scc/lungscc1462.jpeg,y
1,./LC25000/lung_scc/lungscc3549.jpeg,./LC25000/lung_scc/lungscc1512.jpeg,y
1,./LC25000/lung_scc/lungscc3549.jpeg,./LC25000/lung_scc/lungscc437.jpeg,y
1,./LC25000/lung_scc/lungscc3549.jpeg,./LC25000/lung_scc/lungscc3138.jpeg,y
1,./LC25000/lung_scc/lungscc3549.jpeg,./LC25000/lung_scc/lungscc198.jpeg,y
1,./LC25000/lung_scc/lungscc3549.jpeg,./LC25000/lung_scc/lungscc1402.jpeg,y
1,./LC25000/lung_scc/lungscc3549.jpeg,./LC25000/lung_scc/lungscc1940.jpeg,y
1,./LC25000/lung_scc/lungscc3549.jpeg,./LC25000/lung_scc/lungscc2111.jpeg,y
1,./LC25000/lung_scc/lungscc3549.jpeg,./LC25000/lung_scc/lungscc863.jpeg,y
1,./LC25000/lung_scc/lungscc3549.jpeg,./LC25000/lung_scc/lungscc2410.jpeg,y
1,./LC25000/lung_scc/lungscc3549.jpeg,./LC25000/lung_scc/lungscc4774.jpeg,y
1,./LC25000/lung_scc/lungscc3549.jpeg,./LC25000/lung_scc/lungscc371.jpeg,y
1,./LC25000/lung_scc/lungscc3549.jpeg,./LC25000/lung_scc/lungscc1584.jpeg,y
1,./LC25000/lung_scc/lungscc3549.jpeg,./LC25000/lung_scc/lungscc3605.jpeg,y
1,./LC25000/lung_scc/lungscc3549.jpeg,./LC25000/lung_scc/lungscc1699.jpeg,y
1,./LC25000/lung_scc/lungscc3549.jpeg,./LC25000/lung_scc/lungscc4199.jpeg,y
1,./LC25000/lung_scc/lungscc3549.jpeg,./LC25000/lung_scc/lungscc3548.jpeg,y
1,./LC25000/lung_scc/lungscc3549.jpeg,./LC25000/lung_scc/lungscc1583.jpeg,y
1,./LC25000/lung_scc/lungscc3549.jpeg,./LC25000/lung_scc/lungscc1169.jpeg,y
1,./LC25000/lung_scc/lungscc3549.jpeg,./LC25000/lung_scc/lungscc1114.jpeg,y
1,./LC25000/lung_scc/lungscc3549.jpeg,./LC25000/lung_scc/lungscc864.jpeg,y
1,./LC25000/lung_scc/lungscc3549.jpeg,./LC25000/lung_scc/lungscc4433.jpeg,y
1,./LC25000/lung_scc/lungscc3549.jpeg,./LC25000/lung_scc/lungscc2054.jpeg,y
2,./LC25000/lung_scc/lungscc2574.jpeg,./LC25000/lung_scc/lungscc108.jpeg,y
2,./LC25000/lung_scc/lungscc2574.jpeg,./LC25000/lung_scc/lungscc3114.jpeg,y
2,./LC25000/lung_scc/lungscc2574.jpeg,./LC25000/lung_scc/lungscc2636.jpeg,y
2,./LC25000/lung_scc/lungscc2574.jpeg,./LC25000/lung_scc/lungscc3363.jpeg,y
2,./LC25000/lung_scc/lungscc2574.jpeg,./LC25000/lung_scc/lungscc2637.jpeg,y
2,./LC25000/lung_scc/lungscc2574.jpeg,./LC25000/lung_scc/lungscc2575.jpeg,y
2,./LC25000/lung_scc/lungscc2574.jpeg,./LC25000/lung_scc/lungscc481.jpeg,y
2,./LC25000/lung_scc/lungscc2574.jpeg,./LC25000/lung_scc/lungscc4360.jpeg,y
2,./LC25000/lung_scc/lungscc2574.jpeg,./LC25000/lung_scc/lungscc1092.jpeg,y
2,./LC25000/lung_scc/lungscc2574.jpeg,./LC25000/lung_scc/lungscc661.jpeg,y
2,./LC25000/lung_scc/lungscc2574.jpeg,./LC25000/lung_scc/lungscc4298.jpeg,y
2,./LC25000/lung_scc/lungscc2574.jpeg,./LC25000/lung_scc/lungscc4120.jpeg,y
2,./LC25000/lung_scc/lungscc2574.jpeg,./LC25000/lung_scc/lungscc2869.jpeg,y
2,./LC25000/lung_scc/lungscc2574.jpeg,./LC25000/lung_scc/lungscc4413.jpeg,y
2,./LC25000/lung_scc/lungscc2574.jpeg,./LC25000/lung_scc/lungscc1327.jpeg,y
2,./LC25000/lung_scc/lungscc2574.jpeg,./LC25000/lung_scc/lungscc2515.jpeg,y
2,./LC25000/lung_scc/lungscc2574.jpeg,./LC25000/lung_scc/lungscc53.jpeg,y
2,./LC25000/lung_scc/lungscc2574.jpeg,./LC25000/lung_scc/lungscc109.jpeg,y
2,./LC25000/lung_scc/lungscc2574.jpeg,./LC25000/lung_scc/lungscc4814.jpeg,y
2,./LC25000/lung_scc/lungscc2574.jpeg,./LC25000/lung_scc/lungscc725.jpeg,y
3,./LC25000/lung_scc/lungscc4.jpeg,./LC25000/lung_scc/lungscc4032.jpeg,y
3,./LC25000/lung_scc/lungscc4.jpeg,./LC25000/lung_scc/lungscc3496.jpeg,y
3,./LC25000/lung_scc/lungscc4.jpeg,./LC25000/lung_scc/lungscc814.jpeg,y
3,./LC25000/lung_scc/lungscc4.jpeg,./LC25000/lung_scc/lungscc263.jpeg,y
3,./LC25000/lung_scc/lungscc4.jpeg,./LC25000/lung_scc/lungscc2959.jpeg,y
3,./LC25000/lung_scc/lungscc4.jpeg,./LC25000/lung_scc/lungscc3976.jpeg,y
3,./LC25000/lung_scc/lungscc4.jpeg,./LC25000/lung_scc/lungscc4909.jpeg,y
3,./LC25000/lung_scc/lungscc4.jpeg,./LC25000/lung_scc/lungscc3148.jpeg,y
3,./LC25000/lung_scc/lungscc4.jpeg,./LC25000/lung_scc/lungscc511.jpeg,y
3,./LC25000/lung_scc/lungscc4.jpeg,./LC25000/lung_scc/lungscc2733.jpeg,y
