cluster_label,img_path
0,./LC25000/colon_aca/colonca1021.jpeg
0,./LC25000/colon_aca/colonca1078.jpeg
0,./LC25000/colon_aca/colonca1139.jpeg
0,./LC25000/colon_aca/colonca1256.jpeg
0,./LC25000/colon_aca/colonca1496.jpeg
0,./LC25000/colon_aca/colonca1547.jpeg
0,./LC25000/colon_aca/colonca1674.jpeg
0,./LC25000/colon_aca/colonca1972.jpeg
0,./LC25000/colon_aca/colonca2209.jpeg
0,./LC25000/colon_aca/colonca2387.jpeg
0,./LC25000/colon_aca/colonca2684.jpeg
0,./LC25000/colon_aca/colonca3264.jpeg
0,./LC25000/colon_aca/colonca3443.jpeg
0,./LC25000/colon_aca/colonca3622.jpeg
0,./LC25000/colon_aca/colonca3916.jpeg
0,./LC25000/colon_aca/colonca3917.jpeg
0,./LC25000/colon_aca/colonca4910.jpeg
0,./LC25000/colon_aca/colonca69.jpeg
0,./LC25000/colon_aca/colonca70.jpeg
0,./LC25000/colon_aca/colonca728.jpeg
0,./LC25000/colon_aca/colonca790.jpeg
0,./LC25000/colon_aca/colonca791.jpeg
0,./LC25000/colon_aca/colonca962.jpeg
1,./LC25000/colon_aca/colonca1207.jpeg
1,./LC25000/colon_aca/colonca1208.jpeg
1,./LC25000/colon_aca/colonca1268.jpeg
1,./LC25000/colon_aca/colonca1738.jpeg
1,./LC25000/colon_aca/colonca1915.jpeg
1,./LC25000/colon_aca/colonca2513.jpeg
1,./LC25000/colon_aca/colonca3158.jpeg
1,./LC25000/colon_aca/colonca3269.jpeg
1,./LC25000/colon_aca/colonca3626.jpeg
1,./LC25000/colon_aca/colonca3807.jpeg
1,./LC25000/colon_aca/colonca3808.jpeg
1,./LC25000/colon_aca/colonca4040.jpeg
1,./LC25000/colon_aca/colonca4101.jpeg
1,./LC25000/colon_aca/colonca4156.jpeg
1,./LC25000/colon_aca/colonca4157.jpeg
1,./LC25000/colon_aca/colonca4282.jpeg
1,./LC25000/colon_aca/colonca4506.jpeg
1,./LC25000/colon_aca/colonca4621.jpeg
2,./LC25000/colon_aca/colonca1093.jpeg
2,./LC25000/colon_aca/colonca1094.jpeg
2,./LC25000/colon_aca/colonca1278.jpeg
2,./LC25000/colon_aca/colonca1445.jpeg
2,./LC25000/colon_aca/colonca1753.jpeg
2,./LC25000/colon_aca/colonca1809.jpeg
2,./LC25000/colon_aca/colonca2225.jpeg
2,./LC25000/colon_aca/colonca3165.jpeg
2,./LC25000/colon_aca/colonca3339.jpeg
2,./LC25000/colon_aca/colonca3522.jpeg
2,./LC25000/colon_aca/colonca3583.jpeg
2,./LC25000/colon_aca/colonca3696.jpeg
2,./LC25000/colon_aca/colonca3697.jpeg
2,./LC25000/colon_aca/colonca3815.jpeg
2,./LC25000/colon_aca/colonca388.jpeg
2,./LC25000/colon_aca/colonca4.jpeg
2,./LC25000/colon_aca/colonca4057.jpeg
2,./LC25000/colon_aca/colonca4344.jpeg
2,./LC25000/colon_aca/colonca4871.jpeg
2,./LC25000/colon_aca/colonca4872.jpeg
2,./LC25000/colon_aca/colonca502.jpeg
2,./LC25000/colon_aca/colonca682.jpeg
2,./LC25000/colon_aca/colonca862.jpeg
2,./LC25000/colon_aca/colonca974.jpeg
2,./LC25000/colon_aca/colonca975.jpeg
3,./LC25000/colon_aca/colonca1412.jpeg
3,./LC25000/colon_aca/colonca1413.jpeg
3,./LC25000/colon_aca/colonca1522.jpeg
3,./LC25000/colon_aca/colonca1597.jpeg
3,./LC25000/colon_aca/colonca1598.jpeg
3,./LC25000/colon_aca/colonca1661.jpeg
3,./LC25000/colon_aca/colonca1891.jpeg
3,./LC25000/colon_aca/colonca1954.jpeg
3,./LC25000/colon_aca/colonca2134.jpeg
3,./LC25000/colon_aca/colonca2305.jpeg
3,./LC25000/colon_aca/colonca2369.jpeg
3,./LC25000/colon_aca/colonca2483.jpeg
3,./LC25000/colon_aca/colonca2843.jpeg
3,./LC25000/colon_aca/colonca2844.jpeg
3,./LC25000/colon_aca/colonca2897.jpeg
3,./LC25000/colon_aca/colonca2898.jpeg
3,./LC25000/colon_aca/colonca3075.jpeg
3,./LC25000/colon_aca/colonca3135.jpeg
3,./LC25000/colon_aca/colonca3184.jpeg
3,./LC25000/colon_aca/colonca3246.jpeg
3,./LC25000/colon_aca/colonca354.jpeg
3,./LC25000/colon_aca/colonca3663.jpeg
3,./LC25000/colon_aca/colonca3777.jpeg
3,./LC25000/colon_aca/colonca4024.jpeg
3,./LC25000/colon_aca/colonca4423.jpeg
3,./LC25000/colon_aca/colonca4594.jpeg
3,./LC25000/colon_aca/colonca4655.jpeg
3,./LC25000/colon_aca/colonca4780.jpeg
3,./LC25000/colon_aca/colonca4842.jpeg
3,./LC25000/colon_aca/colonca4899.jpeg
3,./LC25000/colon_aca/colonca645.jpeg
3,./LC25000/colon_aca/colonca775.jpeg
3,./LC25000/colon_aca/colonca942.jpeg
4,./LC25000/colon_aca/colonca1030.jpeg
4,./LC25000/colon_aca/colonca1381.jpeg
4,./LC25000/colon_aca/colonca1625.jpeg
4,./LC25000/colon_aca/colonca2038.jpeg
4,./LC25000/colon_aca/colonca2100.jpeg
4,./LC25000/colon_aca/colonca2213.jpeg
4,./LC25000/colon_aca/colonca2326.jpeg
4,./LC25000/colon_aca/colonca2393.jpeg
4,./LC25000/colon_aca/colonca2565.jpeg
4,./LC25000/colon_aca/colonca2627.jpeg
4,./LC25000/colon_aca/colonca2807.jpeg
4,./LC25000/colon_aca/colonca2980.jpeg
4,./LC25000/colon_aca/colonca3040.jpeg
4,./LC25000/colon_aca/colonca3332.jpeg
4,./LC25000/colon_aca/colonca3333.jpeg
4,./LC25000/colon_aca/colonca3451.jpeg
4,./LC25000/colon_aca/colonca3452.jpeg
4,./LC25000/colon_aca/colonca3806.jpeg
4,./LC25000/colon_aca/colonca4209.jpeg
4,./LC25000/colon_aca/colonca4278.jpeg
4,./LC25000/colon_aca/colonca4279.jpeg
4,./LC25000/colon_aca/colonca4457.jpeg
4,./LC25000/colon_aca/colonca4682.jpeg
4,./LC25000/colon_aca/colonca672.jpeg
4,./LC25000/colon_aca/colonca741.jpeg
5,./LC25000/colon_aca/colonca1206.jpeg
5,./LC25000/colon_aca/colonca191.jpeg
5,./LC25000/colon_aca/colonca1914.jpeg
5,./LC25000/colon_aca/colonca2039.jpeg
5,./LC25000/colon_aca/colonca2628.jpeg
5,./LC25000/colon_aca/colonca2745.jpeg
5,./LC25000/colon_aca/colonca3389.jpeg
5,./LC25000/colon_aca/colonca378.jpeg
5,./LC25000/colon_aca/colonca487.jpeg
5,./LC25000/colon_aca/colonca556.jpeg
5,./LC25000/colon_aca/colonca611.jpeg
5,./LC25000/colon_aca/colonca673.jpeg
6,./LC25000/colon_aca/colonca1005.jpeg
6,./LC25000/colon_aca/colonca1056.jpeg
6,./LC25000/colon_aca/colonca111.jpeg
6,./LC25000/colon_aca/colonca1351.jpeg
6,./LC25000/colon_aca/colonca1659.jpeg
6,./LC25000/colon_aca/colonca2133.jpeg
6,./LC25000/colon_aca/colonca228.jpeg
6,./LC25000/colon_aca/colonca2785.jpeg
6,./LC25000/colon_aca/colonca3245.jpeg
6,./LC25000/colon_aca/colonca3486.jpeg
6,./LC25000/colon_aca/colonca351.jpeg
6,./LC25000/colon_aca/colonca3898.jpeg
6,./LC25000/colon_aca/colonca4078.jpeg
6,./LC25000/colon_aca/colonca4185.jpeg
6,./LC25000/colon_aca/colonca4186.jpeg
6,./LC25000/colon_aca/colonca4246.jpeg
6,./LC25000/colon_aca/colonca4477.jpeg
6,./LC25000/colon_aca/colonca4721.jpeg
6,./LC25000/colon_aca/colonca588.jpeg
7,./LC25000/colon_aca/colonca1449.jpeg
7,./LC25000/colon_aca/colonca2167.jpeg
7,./LC25000/colon_aca/colonca2340.jpeg
7,./LC25000/colon_aca/colonca2524.jpeg
7,./LC25000/colon_aca/colonca2878.jpeg
7,./LC25000/colon_aca/colonca2994.jpeg
7,./LC25000/colon_aca/colonca35.jpeg
7,./LC25000/colon_aca/colonca3529.jpeg
7,./LC25000/colon_aca/colonca3530.jpeg
7,./LC25000/colon_aca/colonca3636.jpeg
7,./LC25000/colon_aca/colonca3637.jpeg
7,./LC25000/colon_aca/colonca390.jpeg
7,./LC25000/colon_aca/colonca4107.jpeg
7,./LC25000/colon_aca/colonca4108.jpeg
7,./LC25000/colon_aca/colonca4231.jpeg
7,./LC25000/colon_aca/colonca4572.jpeg
7,./LC25000/colon_aca/colonca4814.jpeg
7,./LC25000/colon_aca/colonca567.jpeg
7,./LC25000/colon_aca/colonca683.jpeg
7,./LC25000/colon_aca/colonca807.jpeg
8,./LC25000/colon_aca/colonca1069.jpeg
8,./LC25000/colon_aca/colonca1129.jpeg
8,./LC25000/colon_aca/colonca1486.jpeg
8,./LC25000/colon_aca/colonca1611.jpeg
8,./LC25000/colon_aca/colonca1612.jpeg
8,./LC25000/colon_aca/colonca1725.jpeg
8,./LC25000/colon_aca/colonca2493.jpeg
8,./LC25000/colon_aca/colonca2675.jpeg
8,./LC25000/colon_aca/colonca3141.jpeg
8,./LC25000/colon_aca/colonca3195.jpeg
8,./LC25000/colon_aca/colonca3373.jpeg
8,./LC25000/colon_aca/colonca3374.jpeg
8,./LC25000/colon_aca/colonca4490.jpeg
8,./LC25000/colon_aca/colonca4491.jpeg
8,./LC25000/colon_aca/colonca4733.jpeg
8,./LC25000/colon_aca/colonca476.jpeg
8,./LC25000/colon_aca/colonca4854.jpeg
8,./LC25000/colon_aca/colonca4906.jpeg
8,./LC25000/colon_aca/colonca4971.jpeg
8,./LC25000/colon_aca/colonca784.jpeg
9,./LC25000/colon_aca/colonca1009.jpeg
9,./LC25000/colon_aca/colonca1188.jpeg
9,./LC25000/colon_aca/colonca2374.jpeg
9,./LC25000/colon_aca/colonca2430.jpeg
9,./LC25000/colon_aca/colonca294.jpeg
9,./LC25000/colon_aca/colonca2952.jpeg
9,./LC25000/colon_aca/colonca3247.jpeg
9,./LC25000/colon_aca/colonca3248.jpeg
9,./LC25000/colon_aca/colonca3550.jpeg
9,./LC25000/colon_aca/colonca3722.jpeg
9,./LC25000/colon_aca/colonca3723.jpeg
9,./LC25000/colon_aca/colonca3724.jpeg
9,./LC25000/colon_aca/colonca4132.jpeg
9,./LC25000/colon_aca/colonca467.jpeg
9,./LC25000/colon_aca/colonca4725.jpeg
9,./LC25000/colon_aca/colonca4848.jpeg
10,./LC25000/colon_aca/colonca1275.jpeg
10,./LC25000/colon_aca/colonca1505.jpeg
10,./LC25000/colon_aca/colonca1566.jpeg
10,./LC25000/colon_aca/colonca1636.jpeg
10,./LC25000/colon_aca/colonca2.jpeg
10,./LC25000/colon_aca/colonca2051.jpeg
10,./LC25000/colon_aca/colonca2572.jpeg
10,./LC25000/colon_aca/colonca2573.jpeg
10,./LC25000/colon_aca/colonca3694.jpeg
10,./LC25000/colon_aca/colonca3695.jpeg
10,./LC25000/colon_aca/colonca4106.jpeg
10,./LC25000/colon_aca/colonca4343.jpeg
10,./LC25000/colon_aca/colonca4464.jpeg
10,./LC25000/colon_aca/colonca4568.jpeg
10,./LC25000/colon_aca/colonca4627.jpeg
10,./LC25000/colon_aca/colonca4689.jpeg
10,./LC25000/colon_aca/colonca4690.jpeg
10,./LC25000/colon_aca/colonca4691.jpeg
10,./LC25000/colon_aca/colonca4808.jpeg
10,./LC25000/colon_aca/colonca4809.jpeg
10,./LC25000/colon_aca/colonca4922.jpeg
10,./LC25000/colon_aca/colonca680.jpeg
10,./LC25000/colon_aca/colonca913.jpeg
10,./LC25000/colon_aca/colonca914.jpeg
10,./LC25000/colon_aca/colonca915.jpeg
11,./LC25000/colon_aca/colonca1062.jpeg
11,./LC25000/colon_aca/colonca1187.jpeg
11,./LC25000/colon_aca/colonca1604.jpeg
11,./LC25000/colon_aca/colonca1664.jpeg
11,./LC25000/colon_aca/colonca1785.jpeg
11,./LC25000/colon_aca/colonca1959.jpeg
11,./LC25000/colon_aca/colonca2013.jpeg
11,./LC25000/colon_aca/colonca2014.jpeg
11,./LC25000/colon_aca/colonca2186.jpeg
11,./LC25000/colon_aca/colonca2247.jpeg
11,./LC25000/colon_aca/colonca2373.jpeg
11,./LC25000/colon_aca/colonca2429.jpeg
11,./LC25000/colon_aca/colonca2601.jpeg
11,./LC25000/colon_aca/colonca2729.jpeg
11,./LC25000/colon_aca/colonca2788.jpeg
11,./LC25000/colon_aca/colonca3080.jpeg
11,./LC25000/colon_aca/colonca3363.jpeg
11,./LC25000/colon_aca/colonca3428.jpeg
11,./LC25000/colon_aca/colonca3489.jpeg
11,./LC25000/colon_aca/colonca3490.jpeg
11,./LC25000/colon_aca/colonca3780.jpeg
11,./LC25000/colon_aca/colonca3838.jpeg
11,./LC25000/colon_aca/colonca3839.jpeg
11,./LC25000/colon_aca/colonca412.jpeg
11,./LC25000/colon_aca/colonca4131.jpeg
11,./LC25000/colon_aca/colonca4320.jpeg
11,./LC25000/colon_aca/colonca4548.jpeg
11,./LC25000/colon_aca/colonca466.jpeg
11,./LC25000/colon_aca/colonca4847.jpeg
11,./LC25000/colon_aca/colonca4958.jpeg
11,./LC25000/colon_aca/colonca595.jpeg
11,./LC25000/colon_aca/colonca944.jpeg
12,./LC25000/colon_aca/colonca1032.jpeg
12,./LC25000/colon_aca/colonca1267.jpeg
12,./LC25000/colon_aca/colonca2101.jpeg
12,./LC25000/colon_aca/colonca2394.jpeg
12,./LC25000/colon_aca/colonca2566.jpeg
12,./LC25000/colon_aca/colonca2690.jpeg
12,./LC25000/colon_aca/colonca3209.jpeg
12,./LC25000/colon_aca/colonca3335.jpeg
12,./LC25000/colon_aca/colonca3981.jpeg
12,./LC25000/colon_aca/colonca4099.jpeg
12,./LC25000/colon_aca/colonca4100.jpeg
